task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	rchar	wchar
127	76/e5ea34	3693110.pbsha.ib.sockeye	runMatching (126)	CACHED	0	2022-04-20 20:05:32.507	34m 47s	34m 36s	119.8%	1.5 GB	9.3 GB	7.2 GB	4.9 GB
142	f1/b283b8	3693129.pbsha.ib.sockeye	runMatching (141)	CACHED	0	2022-04-20 20:14:07.539	1h 43m 35s	1h 43m 24s	112.7%	3.8 GB	11 GB	6 GB	3.5 GB
140	c6/8a3142	3693128.pbsha.ib.sockeye	runMatching (139)	CACHED	0	2022-04-20 20:14:02.534	52m 55s	52m 42s	102.1%	3.3 GB	11.5 GB	10.5 GB	8.1 GB
141	db/ff611b	3693131.pbsha.ib.sockeye	runMatching (140)	CACHED	0	2022-04-20 20:14:12.533	16m 32s	16m 19s	109.2%	988.4 MB	8.7 GB	4.3 GB	2.7 GB
144	63/c54764	3693132.pbsha.ib.sockeye	runMatching (143)	CACHED	0	2022-04-20 20:14:42.545	5h 12m 49s	5h 12m 38s	104.4%	982.4 MB	8.7 GB	3.6 GB	2.2 GB
138	c6/fcead5	3693115.pbsha.ib.sockeye	runMatching (137)	CACHED	0	2022-04-20 20:06:57.495	10m 15s	9m 57s	114.7%	988 MB	8.7 GB	3.5 GB	2.2 GB
143	be/8f6c6e	3693127.pbsha.ib.sockeye	runMatching (142)	CACHED	0	2022-04-20 20:13:57.534	1h 42m 45s	1h 42m 34s	115.1%	1.5 GB	9.4 GB	6 GB	4.4 GB
151	b3/6e0a86	3693138.pbsha.ib.sockeye	runMatching (150)	CACHED	0	2022-04-20 20:16:27.866	36m 47s	36m 33s	103.9%	1.5 GB	9.3 GB	7.2 GB	4.9 GB
154	3c/3b0894	3693162.pbsha.ib.sockeye	runMatching (153)	CACHED	0	2022-04-20 20:21:22.897	34m 2s	33m 44s	102.9%	1.5 GB	9.3 GB	7.2 GB	4.9 GB
146	c0/3c98ce	3693145.pbsha.ib.sockeye	runMatching (145)	CACHED	0	2022-04-20 20:18:46.471	12m 3s	11m 49s	112.4%	984.3 MB	14.7 GB	3.4 GB	2.2 GB
153	a3/b34c66	3693143.pbsha.ib.sockeye	runMatching (152)	CACHED	0	2022-04-20 20:17:58.577	1h 50m 9s	1h 49m 51s	112.5%	1.5 GB	9.4 GB	6 GB	4.4 GB
150	13/9b5692	3693164.pbsha.ib.sockeye	runMatching (149)	CACHED	0	2022-04-20 20:21:29.201	21m 6s	20m 47s	126.2%	992.7 MB	8.7 GB	4.2 GB	2.7 GB
152	af/398c9e	3693130.pbsha.ib.sockeye	runMatching (151)	CACHED	0	2022-04-20 20:14:07.621	1h 43m 50s	1h 43m 38s	121.5%	3.8 GB	11.1 GB	6 GB	3.5 GB
148	bb/a6fd8f	3693133.pbsha.ib.sockeye	runMatching (147)	CACHED	0	2022-04-20 20:14:52.551	43m 22s	43m 14s	114.9%	2 GB	10 GB	9 GB	6.6 GB
